ID,Title,Full title,Title in Latin characters,Text is presented as original,Information to contradict original text,References for declaring as original text,Notes on declaring as original text,Text expanded in translations,Text expanded in new edition,Text is presented as translation,Information to contradict translation,References for declaring as translation,Name of original text,Author of original text,Notes on declaring as translation,Text is presented as new edition,Information to contradict new edition,References for declaring as new edition,Name of old text,Author of old text,Notes on declaring as new edition,Are there sources mentioned in the book itself,List of sources mentioned in the book,References for sources mentioned in the book,Are there sources not mentioned in the book,List of sources not mentioned in the book,References for sources not mentioned in the book,Quotes from Jewish sources,Quotes from non-Jewish sources,Motto,Notes on type of book,Type of translation,Type of original text,Title of the original text as it appeared originally,Title of the original text as it appears elsewhere,References for title of the original text as it appears elsewhere,Bibliographical citations for translation,Original language of text,Year of publication of original text,Original publisher,Place of publication of original text,Name of author of the original text as it appeared originally,Name of author of the original text as it appears elsewhere,References for name of author of the original text as it appears elsewhere,Other names for the author,Notes on translation,"Type of new edition, as specified in the text",References for new edition as specified in text,Notes on new edition as specified in text,"Type of new edition, as specified elsewhere",References for new edition as specified elsewhere,Notes on new edition as specified elsewhere,Name of the old text as it appears in the book,Name of the old text's author as it appears in the book,Additional names for the old text's author as it appears in the book,Name of the old text's author as it appears in other sources,Notes on new edition,Number of volumes published,Number of examined volume,Names of other published volumes,Names of planned volumes that were not published,Part of a series of books,Name of series,Printed originally with other books,Names of other books,Notes on volumes,Name of publisher,Year of publication as it appears in the book,Hebrew year of publication as it appears in the book,Gregorian year of publication as it appears in the book,Place of publication as it appears in the book,Format of publication date,Price of book as it appears in the book,Year of publication as it appears in other sources,Hebrew year of publication as it appears in other sources,Gregorian year of publication as it appears in other sources,Place of publication as it appears in other sources,References for publication information,Notes on publication,Total number of editions,Last known edition,References for editions,Notes on editions,Number of languages,Language in book,Appearance of words in other language,Alignment of text,Typography,Language of footnotes,Location of footnotes,Fonts,Is there a preface,Notes on preface,Is there an epilogue,Notes on afterword,Is there a table of contents,Notes on index,Number of pages,"Height of book, in cm","Width of book, in cm",Are there illustrations/diagrams,Notes on illustrations/diagrams,Pages in which illustrations/diagrams appear,Illustration/diagram for book,Notes on book structure,Are there personal addresses,Notes on personal addresses,Are there rabbinical approbations,Notes on approbations,Are there recommendations,Notes on recommendations,Are there dedications,Notes on dedications,Are there thanks,Notes on thanks,Is there an appeal to sell subscriptions,Notes on appeal to sell subscriptions,Is there a list of subscribers,Notes on list of subscribers,Is there a list of printers,Notes on list of printers,Is there a list of proofreaders,Notes on list of proofreaders,Is there a list of funders,Notes on list of funders,Is there a list of sellers,Notes on list of sellers,Notes on book mentions,Main models,Secondary models,Notes on textual models,Topic,Notes on topics,Target audience as described in the book,Notes on target audience,Evidence about book production,Contacts with other people,Contacts with official agents,Contemporary references to the book,Contemporary disputes about the book,Censorship,Bans,Later references to the book,Original sources which mention the book,Mentions in reviews,References for preservation in the public consciousness,Partial publication of the book in other texts,General notes on target audience,National Library of Hebrew University catalog number,Library of Bar Ilan University catalog number,Library of Tel Aviv University catalog number,National Library of Berlin catalog number,Frankfurt University Library catalog number,Widener Library of Harvard catalog number,New York Public Library catalog number,British Museum catalog number,Catalog number at other libraries,Book is not available,Notes on book availability,Link to digital book,Notes on catalog numbers,Secondary sources used by researchers,Copy of book used,Studies about the book,Notes on references
book011,Aufsätze verschiedenen Inhalts,Aufsätze verschiedenen Inhalts,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,"moresque hominum cultusque sonumque 
Tristium. L. 3. Eleg. 8
Cernimus, et qui sim, qui fuerimque",,"translation of contemporary text, or of adjacent period",book,"Le Prisonnier en Espagne, ou Coup d'œil philosophique et sentimental sur les Provinces de Catalogne et de Grenade",,,,French,1797,,Paris,"Massias, Nicolas de",,,,"bereits 1799 ins Deutsche übersetzt:
Der Gefangene in Spanien / aus dem Französischen des N. Massias. - Zürich, Leipzig : Ziegler, 1799.
Bendavid übersetzte nur die Novelle ""Leo und Isabelle"".",,,,,,,,,,,,1,,,,,,,,,Heinrich Frölich,1800,תקסא,,Berlin,modern,,,,,,,,1,,,,monolingual,German,"Italian,French",left,consecutive,German,bottom of pages,Gothic,TRUE,,FALSE,,TRUE,"I. Ueber die Beschränkung der Einbildungskraft durch sich selbst   
S. 1

II. Wechselseitiger Einfluß der Ausbildun des Schönheitssinnes und der Geselligkeit auf einander   S. 24

III. Ueber Realismus und Idealismus   S. 49

IV. Ueber Geld und Geldeswerth   
S. 80

V. Leo und Isabelle   S. 105

VI. Ueber den Unterricht der Juden   S. 117

VII. Ueber die Würde des Menschen   S. 134

VIII. Ueber die Erregungstheorie   
S. 172","224,[8]",16,9.6,,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,"Scientific literature, Essay",,,"Aesthetics,Anthropology,Emancipation,Metaphysics,Morals",,general - unspecified,,,,,,,,,"Bendavid, L., Aufsätze verschiedenen Inhalts, in: NADB, Anh. 1797-1803, 1803, Anh. 29-68, Bd., 2.Abt., S. 689-695.",,,,,,1917962,,,Nh 4984,,,,,,,,,,NADB,SBBPK: Nh 4984,,
book012,Balsam für die Wunde,"Balsam für die Wunde: Ein Gespräch zwischen einem? Preußischen Patrioten und dem Knöchler über des Ableben Seiner Majestät Friedrich Wilhelm II König von Preußen und der Thronfolge Seines würdisten und mächtigsten Sohnes
Friedrich Wilhelm III von Rabbi Levi Wohl Sohn des Ober=Rabbiners in Groß=Glogau

צרי ליגון, היגון, על מות אדוננו ... פריריך וילהעלים השני","Balsam für die Wunde: Ein Gespräch zwischen einem? Preußischen Patrioten und dem Knöchler über des Ableben Seiner Majestät Friedrich Wilhelm II König von Preußen und der Thronfolge Seines würdisten und mächtigsten Sohnes
Friedrich Wilhelm III von Rabbi Levi Wohl Sohn des Ober=Rabbiners in Groß=Glogau

Tseri le-yagon, hegyon, ʿal mot adonenu ... Fridrikh Ṿilhelim ha-sheni",TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,קעניגליכן בוכדרוקערייא,1798,,,Breslau,non-modern,,,,,,,נוסח כתיבת התאריך: @'''ויקם מלך חדש''',,,,,bilingual,"German,Hebrew",,left,parallel,"German,Hebrew",bottom of pages,"square with no punctuation,square with punctuation,Gothic,Rashi font",FALSE,,FALSE,,FALSE,"לפני ההקדמה מופיעה פתיחה מליצית שבה המחבר מתאר עצמו כחולם ומשורר על איש פטריוט בשם ""פלוא"". לאחריה מופיעה הקדמת המחבר שכתובה כמליצה: המחבר מקונן על מצב העברית הירוד, ובוחר לרומם אותה ולהשתמש בה כקינה למות פרידריך וילהלם. אח""כ מופיע מחזה שבו מתואר פלוא הפטריוט מהלל ומשבח את המלך פרידריך וילהלם,  כמצביא מלחמה מחונן וכמלך רחום, וכך למנוע מן המוות, המופיע כדמות במחזה, לקחת אותו. בסופו של דבר המלך מת, ופלוא מספיד אותו מרה. לסיום הספר מופיעה חידה: ""שלא להוציא הנייר חלק, אמרתי אציגה נא עמך חדה אחת..."", עמ' [31-34].",[35] עמ',19.5,12,TRUE,,עמ' [7] ו-[8],,"לספר שני שערים: שער ראשון בגרמנית, ולאחריו שער שני בעברית",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,"Play, Poems, Meliza",Riddles,טקסט פטריוטי,"Hebrew,Patriotism,Wars",,"general Jewish,general non-Jewish",,,,,,,,,,,,,,"המחבר אינו רושם במפורש מהם קהלי היעד שלו, אך השימוש שלו בעברית מול גרמנית מעיד כי פנה לקהל קורא העברית ולקהל קורא הגרמנית (יהודי ולא יהודי) גם יחד",,,אוסף יפה  892.418 פרי (וול),,,,,,,,,,,,892.418 פרי (וול ) אוסף יפה,,"טק:

IUL

ספריית תל-אביב:   892.418 פרי (וול ) אוסף יפה

תאריך ההוצאה בגימטריה: ו'י'ק'ם' מ'ל'ך' ח'ד'ש' [תקנ""ח]


Bibliography of the Hebrew Book:

Notes Added t.p.: Balsam fuer die Wunde ... von Rabbi Levi Wohl Sohn des Ober-Rabbiners in Gross-Glogau ...

עברית וגרמנית, עמוד מול עמוד.

דף [18,ב-19]: חדה אחת מה שעשה הרב המחבר ... [עם] פתרון ...  
Collection (הספריה הבריטית)

Added personal author [פרידריך ווילהלם השלישי, מלך פרוסיה (אודות)]

[פרידריך ווילהלם השני, מלך פרוסיה (אודות)]

Additional Personal Name אונגרי, אליהו

עברית

גרמנית"
book013,Beleuchtung der in den gegenwärtig bei dem Geheimen Ober-Tribunale schwebenden Fränkel-Marcuseschen Erbrechtsprozess einschlagenden jüdischen Rechte,Beleuchtung der in den gegenwärtig bei dem Geheimen Ober-Tribunale schwebenden Fränkel-Marcuseschen Erbrechtsprozess einschlagenden jüdischen Rechte: Von einem Sachverständigen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carl Friedrich Amelang,,,,,,,1808,,1808,Berlin,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AK: Exemplar in Cambridge University Library: Order in Rare Books Room: 8100.c.1594 (Note: Item no. 2 in volume 8100.c.1594. UkCU): Autor nur als P. L. Hurwitz benannt; JNUL: S 54 B 966: Autor als Hurwiz, Philipp benannt. Buch jedoch bei Amelang verlegt, was für Philipp Lazarus Hurwitz spricht."
book014,Bemerkungen über die bürgerliche Verbesserung der Juden,"Bemerkungen über die bürgerliche Verbesserung der Juden: veranlaßt, bei der Frage: Soll der Jude Soldat werden?",,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,"- quid sit pulchrum, quid turpe, quid utile, quid non. Horat.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johann Andreas Kunze,1788,תקמח,1788,,modern,,,,,,,"Schoeps gibt in der NDB, vol. I., S. 411 falsch Frankfurt/Oder als Druckort an. Neuestes gelehrtes Berlin, vol. I, S. 1795, S. 16 gibt Berlin bei Kunze an.",,,,,monolingual,German,French,left,consecutive,German,bottom of pages,Gothic,FALSE,,FALSE,,FALSE,,88,15,9,FALSE,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,Polemics,"Scientific literature, Essay",,"Edict of toleration,Emancipation",,general - unspecified,,"Entgegnung auf:
Kling, O.E. : Soll der Jude Soldat werden? unparteiisch beantwortet, samt einer authentischen Beilage von der Triester Judengemeinde, Wien 1788.
Bendavid, Lazarus: Beweis, daß heutzutage in den K.K. Staaten die Juden zu Kriegsdiensten ebensowohl verpflichtet sind wie die Christen, Wien 1788.",,,,,,,,,,,,,,,,,MP 988,,,,,,,,,Grab: Saul Ascher; Eichstädt: Bibliographie;,Universitätsbibliothek Bonn: Ka 333,,
book015,Betrachtungen in Hinsicht der Jüdischen Nation,Betrachtungen in Hinsicht der Jüdischen Nation: Ob für oder wider dieselbe? sey der Prüfung eines jeden Lesers anheimgestellt. Dem Herrn Assessor Friedländer zugeeignet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gottfried Hayn,,,,,,,1805,,,Berlin,,,,,,,,,,,,,,,,,,,,,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,De 4838,,,,,,,,,,,,,"AK: Eichstädt Nr. 457, gibt Autor als Grose, Johann Gottlieb an, der nicht ermittelt werden konnte. Jüdische Autorschaft unklar.  Exemplar in SBBPK: De 4838; British Library: St. Pancras Reading Rooms : 4034.d.47."
book016,"Beweis, dass heutzutage in den K. K. Staaten die Juden zu Kriegsdienst ebensowohl verpflichtet sind als die Christen","Beweis, dass heut zu Tage in den k. k. Staaten die Juden zu Kriegsdiensten eben sowohl verpflictet sind, als die Christen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,תקמט,1788,Vienna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,"Eichstädt, Volkmar: Bibliographie zur Geschichte der Judenfrage. 1750 bis 1848, Hamburg 1938.",,,
book017,Beyträge zur Kritik des Geschmacks,Beyträge zur Kritik des Geschmacks,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carl Schaumburg,1797,,,Wien,modern,,,,,,,,,,,,monolingual,German,"Latin,French",,consecutive,German,bottom of pages,Latin,TRUE,Widmung im März 1797 abgefaßt.,FALSE,,TRUE,"I. Eintheilung der schönen Künste S. 1

II. Über die Künste des raumes überhaupt   S. 37

III. Über die Dichtkunst   S. 85

IV. Über die Tonkunst   S. 161

V. Über die Tanzkunst    S. 228.","[4], 286 S.",16,12,FALSE,,,,,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,,"Scientific literature, Essay",,"Aesthetics,Logic,Philosophy",,general - unspecified,,,,,,,,,,,,,,,,,,X 2161,,,,,,,,,,,SBBPK: X 2161,,"AK: Neudruck: Bruxelles, Aetas Kantiana, no. 23."
book018,Bildnisse jetztlebender Berliner Gelehrten mit Ihren Selbstbiographieen,Bildnisse jetztlebender Berliner Gelehrten mit Ihren Selbstbiographieen,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,"Lessing, Gotthold Ephraim, לסינג, גוטהולד אפריים: Nathan der Weise.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,"Erste Sammlung, Dritte Sammlung",,TRUE,N/A,,,,Johann Friedrich Starcke,1806,תקסז,1806,Leipzig,modern,,,,,,,,,,,,monolingual,German,Latin,left,consecutive,German,bottom of pages,Latin,FALSE,,FALSE,,FALSE,,93,,,TRUE,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,,"Personal writing, Autobiography",,"Aesthetics,Religious tolerance/ intolerance",,general - unspecified,,,,,,,,,,,,,,,,,,,BZG: Mn 1260,,,,,,,,,,,,AK: UB Frankfurt am Main: Mn 1260
book019,Bne-Zion,Bne-Zion: Ein religiös-moralisches Lehrbuch für die Jugend israelitischer Nation,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matthias Rieger,1812,,1812,Augsburg,modern,,,,,,,,,,,,monolingual,German,,left,consecutive,German,bottom of pages,Gothic,FALSE,,FALSE,,TRUE,"Erster Abschnitt. Von den Menschen, seiner Natur und Bestimmung. S. 1-17.

Zweyter Abschnitt. Von der Erkenntniß Gottes aus den erschaffenen Dingen, und was wir durch die Vernunft von Gott wissen können. S. 18-42.

Dritter Abschnitt. Erkenntniß von Gott, seinen Eigenschaften und seinem Willen durch die Offenbarung oder durch die Belehrungen der heiligen Schrift. S. 43-51.

Vierter Abschnitt. Von den zehn Gebothen. S. 52-93.

Fünfter Abschnitt. Von den Pflichten, welche uns die Erkennntnis von Gott und seinem Willen auferlegt. S. 93-115.

Sechster Abschnitt. Von dem, was der Mensch gegen sich selbst zu beobachten schuldig ist. S. 115-140.

Siebenter Abschnitt. Von der Abhängigkeit der Menschen von einander, und der daraus entstehenden Pflichten. S. 141-155.

Achter Abschnitt. Von den engern Verhältnissen und Verbindungen des Menschen und den daraus entstehenden Pflichten. S. 155-169.

Neunter Abschnitt. Von den Pflichten des Menschen als Bürger. S. 169-182.","[8], 182",,,TRUE,,,,,FALSE,,TRUE,,TRUE,"Dekret der K.K. Studien-Hof-Kommission von 14. dez. 1810:

1. ""dieses Lehrbuch in allen jüdischen Schulen der deutschen Erbstaaten, als eingesetzliches Lehrbuch eingeführt, und gebraucht, und auf dessen zweckmäßige Anwendung von Allen, denen die Untersuchung der jüdischen Schulen obliegt, genau gewacht werden soll.""

2. ""daß jeder Bräutigam und jede Braut von der israelitischen Nation, da sie um die Heirathsbewilligung ansuchen, über den Inhalt dieses Lehrbuches von dem Kreisamte geprüft werden, und nur dann die Bewilligung zu heirathen erhalten, wenn sie bey der Prüfung wohl bestanden sind.""",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,"Catechisms, Textbook",,,,,general Jewish,,,,"K.K. Studien-Hof-Kommission, siehe Dekret im Buch.",,,,,"Kompert, Leopold: Ohne Bewilligung(Erzählungen), in: Kompert: Aus dem Ghetto, Leipzig 1848.",,"Bne-Zion, ein religiös-moralisches Lehrbuch für die Jugend Israelitischer Religion, in: Sulamith, Jg 4 (1812) Nr 1, S. 182-184; Anonym: [Naftali Herz Hombergs Bene Zion], in: Sulamith, Jg 3 (1810) Nr 1, S. 412.",,,,,,,,,,,,,,,,,"Balaban (1916), 215-219.",,"Balaban, Majer: Herz Homberg in Galizien, in: Jahrbuch für jüdische Geschichte und Literatur, Jg 19 (1916) Nr 1, S. 189-221.",
book020,"Cantique adresse a Napoleon le Grand, empereur des Francois et roi d'Italie","Cantique adresse a Napoleon le Grand, empereur des Francois et roi d'Italie, par Moïse Milliaud, Député de département de Vaucluse à l’Assemblée des Citoyens françois professant le culte de Moïse

מזמור שיר לנפולאון הגדול הקיסר","Cantique adresse a Napoleon le Grand, empereur des Francois et roi d'Italie, par Moïse Milliaud, Député de département de Vaucluse à l’Assemblée des Citoyens françois professant le culte de Moïse

Mizmor shir le-Napoleʾon ha-gadol ha-ḳesar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Imperiale - דפוס הקיסר,,,,,,,1806,,,Paris,,,,,,,,,,,,,,,,,,,,,13 או 18 ע',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"נטלי:

IUL

ספרייה לאומית: S 37 B 498"
book021,Cantique des cantiques,"Cantique des cantiques: avec la paraphrase Chaldaique et traite D'aboth, ou des Peres de la doctrine... traduits de l'hebreu, du Chaldaique & du rabbinique... par Mardochee venture",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michel Lambert,,,,,,,1774,,,Paris,,,,,,,,,,,,,,,,,,,,,127 ע',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"נטלי:

IUL

תרגום לצרפתית של שיר השירים ופרקי אבות.

עותק בספרייה הלאומית: S 86 B 2404"
book022,"Der Judenfreund. Oder auserlesene Anekdoten, Schwänke und Einfälle von den Kindern Israels","Der Judenfreund. Oder auserlesene Anekdoten, Schwänke und Einfälle von den Kindern Israels",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baumgärtner - באומגרטנר,,,,Leipzig,,18 Gr.,1810,,,,Verlagsanzeige am Ende des Buches,"Das Erscheinungsdatum steht nicht auf dem Titelblatt, jedoch in der Verlagsanzeige am Ende des Texts steht als Erscheinungsdatum 1810. Auch hier steht der Preis von 18 Gr.",,,,"Wird als ""dritte Auflage"" präsentiert, jedoch noch keinen Hinweis auf eine erste und zweite Auflage.",monolingual,German,French,,consecutive,German,bottom of pages,Gothic,TRUE,,FALSE,,FALSE,,180 S.,17,11,FALSE,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,Polemics,"Poems, Other poetry",Wenige Gedichte.,"Ethics,Religious tolerance/ intolerance","Es handelt sich um eine Sammlung polemischer Witze und Anekdoten über Juden und über den Umgang mit Juden im Geschäft und Alltag. Teilweise werden die erwähnten Personen mit Namen erwähnt, teilweise nicht.",general - unspecified,,"In der Vorrede Bezugnahme auf Gädickes ""Anecdoten von guten Juden""",,,,"Kurzbesprechung: Jenaer Allgemeine Literaturzeitung, Januar 1811, S. 143",,,Yes,,,,,,S 45 B296,,,,,,,,,,,,,,JNUL,,"AK: Eichstädt Nr. 2815. TUL Jena: 92 NF 2: 41440. Mikrofiche-Ausg.: Wildberg : Belser Wiss. Dienst, 1989–1990. (Edition Corvey)"
book023,Der Messias oder Reform der Juden in religiöser und moralischer Hinsicht,Der Messias oder Reform der Juden in religiöser und moralischer Hinsicht: philosophisch und theologisch erläutert,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Späth,1805,,,Berlin,modern,,,,,,,,,,,,bilingual,"German,Hebrew",,left,consecutive,,,"square with no punctuation,Gothic",TRUE,,FALSE,,FALSE,,96,16.7,9.8,FALSE,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,,FALSE,,FALSE,,,Moral literature,Manifesto,,"Commandments,Ethics,Orthodoxy,Religious beliefs",,"general Jewish,Torah scholars",,,,,,,,,,,,,,הספר פונה ליהודים אורתודוקסיים,S 57 B821,,,,urn:nbn:de:hebis:30-180010629003,,,,,,,http://sammlungen.ub.uni-frankfurt.de/urn/urn:nbn:de:hebis:30-180010629003,,,JNUL: S 57 B821,"על פי אנדראס:

Leo Baeck Inst: Special Collection of articles from old, rare newspapers, periodicals and books (http://www.leobaeck.org/silber.HTM)","טק:
מתוך: כ""ץ 1985, 137 (הערה 48, עמ' 247)

הערות של אנדראס:

AK: Leo Baeck Inst: Special Collection of articles from old, rare newspapers, periodicals and books (http://www.leobaeck.org/silber.HTM). 
UB Tübingen: Fo XVIII 65; Wolfenbüttel: M: Hi 4"
book024,Der Prediger,"Der Prediger: Aus dem Hebräischen von David Friedländer. Nebst einer vorangeschickten Abhandlung: Ueber den besten Gebrauch der h. Schrift, in pädagogischer Rücksicht",,,,,,,,TRUE,,,,,,,,,,,,TRUE,"Mendelssohn, Moses, מנדלסון, משה: Jerusalem.

Michaelis, Johann David: Mosaisches Recht.

Mendelssohn, Moses, מנדלסון, משה: Phaedon.",,,,,,,,,translation of old text,book,קהלת מוסר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friedrich Maurer,1788,תקמט,1788,Berlin,modern,,,,,,,,1,,,,monolingual,German,Hebrew,left,consecutive,German,bottom of pages,Gothic,TRUE,,FALSE,,TRUE,Nur für den Prediger.,131,,,,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,Bi'ur,"Religious literature, Liturgy, Prayers",,Morals,,general - unspecified,,,,,,,,,,,,,,,2211033,,,"8"" Bibl. Diez 129",,,,,,,,,,"Ritter 1861, S. 66-69.",UB Kile: Ca 4487,,
book025,Der Pseudo-Haman oder Widerlegung der Schrift wider die Juden,Der Pseudo-Haman oder Widerlegung der Schrift wider die Juden,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schöne,1803,,,Berlin,modern,,,,,,,,,,,,monolingual,German,,left,consecutive,German,,Gothic,FALSE,,FALSE,,FALSE,,38,16.7,9.8,FALSE,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,Polemics,,,"Christianity,Talmud",,"general Jewish,general non-Jewish",,,,,,,,,,,,,,,S 63 B3983,,,,,,,,,,,,,,SL: JNUL: S63 B3938,,"AK: bei Eichstädt, Nr. 398, als eventuell jüdisch bezeichnet, SBBPK: 8 De4822"
book026,Der erste Mensch,Der erste Mensch: eine Erzählung. Meinem Eleven Joseph Meyer Friedländer am Tage Seiner Einsegnung gewidmet,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,"Wir müssen da nicht weise seyn wolen, Wo wir nichts als Glücklich waren. Lessing.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johann Friedrich Driest - י""פ דריסט",1787,תקמז,1787,Königsberg,modern,,,,,,,,1,,,,monolingual,,,left,consecutive,,,Tsena u'rena font,FALSE,,FALSE,,FALSE,,7,20,12,TRUE,"Nur Kopie, Original liegt in Warschau",3,,,FALSE,,FALSE,,FALSE,,TRUE,Joseph Meyer Friedländer (1774-1846),FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,,"Poems, Biblical epic poetry",,,,general - unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jacobson: Jüdische Trauungen;,National library Warszawa: XVIII.266adl.,,
book027,Die Juden Oder Die nothwendige Reformation der Juden in der Republik Polen,"Die Juden Oder Die nothwendige Reformation der Juden in der Republik Polen: Aus dem Polnischen eines unbenanten Verfassers übersetzt und mit einigen Anmerkungen vermehrt von Elias Ackord, der Arzneygelahrtheit Doctor und Accoucheur",,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Gröll,1786,,1786,Warsaw,modern,,,,,,,,,,,,monolingual,German,,left,consecutive,German,bottom of pages,Latin,TRUE,,FALSE,,FALSE,"Inhalt:

Vorrede

Religion

Gesetzgebung

Erziehung

Die Gesetze

Die Obrigkeit

Abgabe

Die Sprache

Die Tracht",48,15,9,TRUE,,1,,,FALSE,,FALSE,,FALSE,,TRUE,Ihrer Majestät dem Könige von Polen allerunterthänigst gewidmet vom Uebersetzer.,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,Manifesto,,,"Manners,Rabbinical establishment,Religious tolerance/ intolerance",,general - unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gilman, Sander L.: Jewish Self-Hatred , Baltimore 1986, S.  98- 107.",SUB Göttingen: 8 H POLON 86/14,,
book028,Die Kuhpockenimpfung,Die Kuhpockenimpfung: Eine Predigt von Rabbi Benedikt Jeitteles,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,Übersetzung einer Predigt auf Jiddisch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karl Barth,1805,,,Prague,,,,,,,,,,,,,monolingual,German,Hebrew,left,consecutive,German,bottom of pages,Gothic,TRUE,,FALSE,,FALSE,,47 S.,,,FALSE,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,"Lecture, Speech",,,,,general Jewish,Direkte Anrede der Anwesenden in der Synagoge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AK: ÖLB, Bibliothek Portheim, A 102959"
